anuncio,valor_cop,tipo,city,Ciudad,Estado,area,Cuartos,bano,habitaciones
"Desde $ 1.877.754.000

Apartamento en Lagos de Cordoba, Bogotá, Bogotá, d.c.
3 Habs.
5 Baños
167.94 m²
Provenza Imperial, Apartamento En Venta En Lagos De Cordoba, Bogotá

Provenza Imperial, exclusividad en sus detalles y armonía con la naturaleza. Diseñado para ofrecerte espacios confortables y ambientes tranquilos, con una vista inmejorable a la extensa reserva natural que lo rodea. Aquí podrás disfrutar de una gran zona social que dispone de cancha de squash, gimnasio, juegos infantiles, piscina climatizada, parque natural, spa, sauna , turco, sala de negocios, salón de juegos, salones sociales, sala de espera y teatrino. Sitios de interés cercanos: – Colegio Agustiniano Norte – Clínica Shaio – C.C. Bulevar Niza – C.C. Titán Plaza – Éxito – Homecenter

Contactar
Llamar
Whatsapp",1877754000,Apartamento,Bogotá,Lagos de Cordoba,Bogotá,167.94,5,,3
"Desde $ 190.749.000

Apartamento en Fontibon, Bogotá, Bogotá, d.c.

Unidades desde:

2 Habs.
1 Baño
36 m²
Senderos De Fontibón, Apartamento En Venta En Fontibon, Bogotá

¡Nos renovamos para ti! Senderos de Fontibón es un proyecto de apartamentos en conjunto cerrado ubicado en Fontibón Bogotá. Disfruta de la diversidad de zonas sociales que hemos diseñado para el entretenimiento y recreación de toda tu familia que incluyen zona crearte, gimnasio, coworking, salón social, zonas verdes, juegos infantiles, zona BBQ, cancha de fútbol 5 (con medidas no reglamentarias) y mucho más. Adquiere tu apartamento con subsidio de vivienda. *DESDE 150 SMMLV

Contactar
Llamar
Whatsapp",190749000,Apartamento,Bogotá,Fontibon,Bogotá,36,1,,2
"Desde $ 432.359.000

Apartamento en Fontibon, Bogotá, Bogotá, d.c.
2 Habs.
2 Baños
52.3 m²
Zajarí Zentral, Apartamento En Venta En Fontibon, Bogotá

Zajarí Zentral tiene la ubicación que tanto deseas, sus vías principales favorecen tu movilidad. Está situado en la calle 13 con Avenida Boyacá. Disfrutarás más de 500.000 m² de entretenimiento para toda tu familia. Tendrás ambientes llenos de vida que matizan lo natural con lo moderno. Disfrutarás de cancha de squash, gimnasio, juegos infantiles, piscinas, teatrino, turco, terraza descubierta, zona bbq, entre otras zonas exclusivas para fomentar el bienestar completo de los que quieres. Vías de acceso principales que favorecen tu movilidad: Avenida Boyacá, calle 13, Avenida 68, Avenida calle 26, Avenida Américas, Avenida Ciudad de Cali y nueva Avenida Alsacia. Sitios de interés cercanos: – C.C. Plaza Central – C.C. Salitre Plaza-Futuro C.C. El Edén – C.C. Hayuelos – C.C. Gran Estación – Homecenter – Easy – Éxito – Colegio Agustiniano – Clínica de Occidente – Clínica Colombia -SITP-Terminal de Transportes – Aeropuerto El Dorado.

Contactar
Llamar
Whatsapp",432359000,Apartamento,Bogotá,Fontibon,Bogotá,52.3,2,,2
"Desde $ 190.749.000

Apartamento en Fontibon, Bogotá, Bogotá, d.c.

Unidades desde:

2 Habs.
1 Baño
36 m²
Senderos De Fontibón, Apartamento En Venta En Fontibon, Bogotá

¡Nos renovamos para ti! Senderos de Fontibón es un proyecto de apartamentos en conjunto cerrado ubicado en Fontibón Bogotá. Disfruta de la diversidad de zonas sociales que hemos diseñado para el entretenimiento y recreación de toda tu familia que incluyen zona crearte, gimnasio, coworking, salón social, zonas verdes, juegos infantiles, zona BBQ, cancha de fútbol 5 (con medidas no reglamentarias) y mucho más. Adquiere tu apartamento con subsidio de vivienda. *DESDE 150 SMMLV

Contactar
Llamar
Whatsapp",190749000,Apartamento,Bogotá,Fontibon,Bogotá,36,1,,2
"Desde $ 1.650.000.000

Apartamento en Suba cerros, Bogotá, Bogotá, d.c.
4 Habs.
5 Baños
165 m²
Torreladera Bosque Reservado Etapa 2, Apartamento En Venta En Suba Cerros, Bogotá

Exclusivos apartamentos campestres en Colinas de Suba, con piscina para niños y adultos, zonas húmedas con jacuzzi, sauna y turno, zona de masajes, zona kids, zona teen, salón de juegos infantiles, parque infantil al aire libre, terraza para BBQ, cancha de Squash, jaula de golf y más. Además contamos con Penthouse con terrazas privadas en el último piso.

Contactar
Llamar
Whatsapp",1650000000,Apartamento,Bogotá,Suba cerros,Bogotá,165,5,,4
"Desde $ 229.310.000

Apartamento en Costa rica, Bogotá, Bogotá, d.c.

Unidades desde:

3 Habs.
2 Baños
50.6 m²
Acanto, Apartamento En Venta En Costa Rica, Bogotá

Acanto es uno de los 9 proyectos de Ciudadela Alegra, una ciudadela donde los sueños de tu familia crecerán en el hogar que siempre has querido y lo mejor en una ubicación estratégica como es su cercanía a la Avda. Santa Fé y tener un Gran Parque Central de 114.100 m2 donde vivirán momentos llenos de sonrisas y bienestar. No te pierdas esta oportunidad de ver crecer tus sueños en un proyecto de apartamentos sostenible que te permitirá tener ahorro de agua y energía, pero si es por diversión, tendrás más de 15 zonas comunes en completamente dotadas en 1.889 m2 , estos espacios son zona húmeda con piscinas para adultos y niños, zona café, zona kids, spa para mascotas, zona de lavandería y 11 zonas más.

Contactar
Llamar
Whatsapp",229310000,Apartamento,Bogotá,Costa rica,Bogotá,50.6,2,,3
"Desde $ 242.000.000

Apartaestudio en Chapinero, Bogotá, Bogotá, d.c.
1 Hab
1 Baño
21 m²
Atelier 68, Apartaestudio En Venta En Chapinero, Bogotá

Conoce ATELIER 68, único Proyecto VIS en la zona con un diseño diferencial. Apartaestudios con Mezzanine (12 m² aprox de área aprovechable adicional) donde vas a poder disfrutar de una exclente iluminación y ventilación gracias a sus ventanas con doble altura, vivirás en un lugar de fácil acceso a todos los servicios básicos: trabajo, estudio, salud, comercio, parques y otros sitios de interés de la zona. ATELIER 68 cuenta con más de 15 zonas comunes como: Lobby - Sala de espera, Cocina/ comedor social, Coworking, Spa para mascotas, Gimnasio de mascotas al aire libre, pista de atletismo cubierta, cine/ salón TV, Bar en cubierta. Proyecto con certificación EDGE ** El valor está proyectado en SMLMV del año de escrituración.

Contactar
Llamar
Whatsapp",242000000,Apartaestudio,Bogotá,Chapinero,Bogotá,21,1,,1
"Desde $ 229.310.000

Apartamento en Costa rica, Bogotá, Bogotá, d.c.

Unidades desde:

3 Habs.
2 Baños
50.6 m²
Acanto, Apartamento En Venta En Costa Rica, Bogotá

Acanto es uno de los 9 proyectos de Ciudadela Alegra, una ciudadela donde los sueños de tu familia crecerán en el hogar que siempre has querido y lo mejor en una ubicación estratégica como es su cercanía a la Avda. Santa Fé y tener un Gran Parque Central de 114.100 m2 donde vivirán momentos llenos de sonrisas y bienestar. No te pierdas esta oportunidad de ver crecer tus sueños en un proyecto de apartamentos sostenible que te permitirá tener ahorro de agua y energía, pero si es por diversión, tendrás más de 15 zonas comunes en completamente dotadas en 1.889 m2 , estos espacios son zona húmeda con piscinas para adultos y niños, zona café, zona kids, spa para mascotas, zona de lavandería y 11 zonas más.

Contactar
Llamar
Whatsapp",229310000,Apartamento,Bogotá,Costa rica,Bogotá,50.6,2,,3
"Desde $ 139.646.000

Apartamento en Porvenir, Bogotá, Bogotá, d.c.
1 Hab
1 Baño
47.2 m²
La Cruz, Apartamento En Venta En Porvenir, Bogotá

La Cruz es un proyecto de Vivienda de Interés Prioritario con amplios espacios en sus apartamentos, como sala comedor, cocina, zona de ropas con iluminación y ventilación natural, 3 habitaciones y 1 baño. Un conjunto cerrado con portería, zonas verdes y zona social. Torres de 6 pisos en las que puedes escoger la ubicación que más te guste, y lo mejor, todos los apartamentos sin importar su altura tienen el mismo valor.

Contactar
Llamar
Whatsapp",139646000,Apartamento,Bogotá,Porvenir,Bogotá,47.2,1,,1
"Desde $ 290.500.000

Apartamento en La Floresta, Bogotá, Bogotá, d.c.

Unidades desde:

1 Hab
1 Baño
26.5 m²
Torre De Los Andes, Apartamento En Venta En La Floresta, Bogotá

Apartaestudios en una ubicación estratégica en el norte de Bogotá sobre la avenida suba con calle 100. Disfruta de la mejor vista del sector desde su torre de 19 pisos. Separa el tuyo ya, escoge la mejor ubicación y gánate toda la valorización. Un proyecto para disfrutar o rentar con las mejores zonas comunes de Bogotá.

Contactar
Llamar
Whatsapp",290500000,Apartamento,Bogotá,La Floresta,Bogotá,26.5,1,,1
"Desde $ 193.300.000

Apartamento en Engativá, Bogotá, Bogotá, d.c.

Unidades desde:

3 Habs.
2 Baños
46.29 m²
Serena, Apartamento En Venta En Engativá, Bogotá

¡Aplica a subsidio VIS¡ Ciudadela Alegra en Bosa, un lugar con todo lo que necesitas para vivir. En Serena encontrarás 6 Torres de apartamentos de 17 pisos, tendrás acceso a sus alamedas y un gran Parque Central, adicionalmente podrás disfrutar de sus maravillosas zonas comunes: Zona fitness, zona húmeda con piscina para adultos y niños; gimnasio al aire libre; Terraza BBQ y más. (Imágenes y áreas de referencia. El proyecto puede presentar cambios y variaciones sin previo aviso)..

Contactar
Llamar
Whatsapp",193300000,Apartamento,Bogotá,Engativá,Bogotá,46.29,2,,3
"Desde $ 1.075.565.000

Apartamento en Lagos de Cordoba, Bogotá, Bogotá, d.c.
3 Habs.
3 Baños
99.41 m²
Provenza Prestige, Apartamento En Venta En Lagos De Cordoba, Bogotá

Provenza Prestige es un Proyecto de 3 torres, 1 y 3 de 17 pisos. 2 de 18 pisos, 8 apartamentos por piso. para un total de 380. Con 3 ascensores por torre. Su completa zona social cuenta con cancha de squash, juegos infantiles, parqueadero doble, recepción, salón de juegos, teatrino, 2 Salones Sociales. piscina climatizada, Sauna- turco cada torre en terraza, cuenta con BBQ y Hermosa vista a la ciudad adicional gimnasio dotado, Coworking, entre otras amenidades. Es un lugar de estilo moderno, agradable y práctico. Acompañado de un ambiente natural y una vista panorámica inigualable. Sus excelentes vías de acceso como la Avda. Suba, Avda. Cll. 127, Avda., Córdoba, Avda. Boyacá, Avda. Las Villas y la Estación de Transmilenio favorecen tu movilidad. Aquí encontrarás el espacio que buscas, en el lugar que sueñas. En Provenza Prestige encontrarás la mejor opción para vivir. Sitios de interés cercanos: – Colegio Agustiniano Norte – Clínica Shaio – C.C. Bulevar Niza – C.C. Titán Plaza – Éxito – Homecenter.

Contactar
Llamar
Whatsapp",1075565000,Apartamento,Bogotá,Lagos de Cordoba,Bogotá,99.41,3,,3
"Desde $ 334.435.000

Apartaestudio en Chapinero, Bogotá, Bogotá, d.c.

Unidades desde:

1 Hab
1 Baño
31.7 m²
C2-65, Apartaestudio En Venta En Chapinero, Bogotá

El proyecto C2-65 busca ofrecer una alternativa de vivienda mínima para estancias de corto y mediano plazo, bien sea para visitantes de la ciudad de Bogotá o para jóvenes, estudiantes, trabajadores y emprendedores. Está ubicado en un sector privilegiado en la parte media de Chapinero Alto y cerca de vías de acceso a escala metropolitana y local así como de equipamientos educativos y una oferta de ocio y esparcimiento únicos. Un diseño con acabados de alta durabilidad y fácil mantenimiento, superficies cálidas y acogedoras pensadas en resaltar lo estético de C2 65. Las zonas comunes del primer piso están acondicionadas para alojar diversas actividades en un mismo espacio, cambiar de ambiente y uso de una manera sencilla e intuitiva. La terraza ofrece diferentes maneras de apreciar el paisaje lejano de la Sabana de Bogotá y los Cerros Orientales. Cunenta con espacios comunales como las zonas de trabajo compartido, entretenimiento, cafetería, actividades pasivas de ejercicio, meditación y contemplación. El proyecto atiende los requerimientos de movilidad sostenible con parqueaderos para bicicletas y patinetas tanto eléctricas como convencionales.

Contactar
Llamar
Whatsapp",334435000,Apartaestudio,Bogotá,Chapinero,Bogotá,31.7,1,,1
"Desde $ 678.700.000

Apartamento en Lagos de Torca, Bogotá, Bogotá, d.c.

Unidades desde:

3 Habs.
3 Baños
113 m²
Nogal, Apartamento En Venta En Lagos De Torca, Bogotá

Hacienda El Bosque es un gran desarrollo urbanístico ubicado en Lagos de Torca, un espacio donde podrás crecer en familia, cerca a colegios, hospitales, centros comerciales e importantes vías de acceso. Vive en un lugar en donde naturaleza y ciudad se funcionan para crear un espacio llamado hogar. Un ambiente respetuoso con el entorno natural, para que tengas lo mejor de los dos mundos; una vida tranquila y pausada en la naturaleza con todas las comodidades de una vida en la ciudad..

Contactar
Llamar
Whatsapp",678700000,Apartamento,Bogotá,Lagos de Torca,Bogotá,113,3,,3
"Desde $ 914.216.000

Apartamento en Suba, Bogotá, Bogotá, d.c.
2 Habs.
2 Baños
70 m²
Provenza Regenzy, Apartamento En Venta En Suba, Bogotá

Regency está ubicado en una de las zonas más privilegiadas de Bogotá: central, conectada y rodeada de naturaleza en la Avenida Suba con 124. Aquí, la tranquilidad de los árboles y senderos se combina con la cercanía a centros educativos, vías principales, comercio y servicios. Es un entorno pensado para quienes valoran el equilibrio entre la vida urbana y el bienestar familiar.

Contactar
Llamar",914216000,Apartamento,Bogotá,Suba,Bogotá,70,2,,2
"Desde $ 313.000.000

Apartamento en Engativá, Bogotá, Bogotá, d.c.
2 Habs.
2 Baños
41 m²
Reserva Del Dorado, Apartamento En Venta En Engativá, Bogotá

Reserva del Dorado te ofrece la oportunidad de vivir en una ubicación estratégica, con un entorno urbano en constante renovación y una amplia oferta de zonas comunes. Conoce más sobre este proyecto de apartamentos en Bogotá, desarrollado por Amarilo.

Contactar
Llamar",313000000,Apartamento,Bogotá,Engativá,Bogotá,41,2,,2
"Desde $ 263.000.000

Apartamento en Ricaurte, Bogotá, Bogotá, d.c.
2 Habs.
1 Baño
42 m²
Paseo Del Parque, Apartamento En Venta En Ricaurte, Bogotá

Ubicado en el corazón de Bogotá, en una zona de renovación urbana y alto desarrollo está Paseo del Parque, un conjunto residencial de aptos que cuenta con una ubicación estratégica sobre la calle 13 y muy cerca de la carrera 30. El Centro Comercial Mall Plaza, Jumbo, Alkosto, centros de negocios, instituciones educativas y centros de salud son solo algunos de los lugares que tiene a pocos km de distancia. Un proyecto diseñado bajo los más altos estándares de calidad urbanística, con zonas comunes y terrazas transitables únicas en el sector. En Paseo del parque compuesto por 2 etapas la primera de 888 unidades y la segunda de 1132 unidades encuentras aptos desde 34 m2 con la mejor distribución y diseño. Un proyecto ideal para quienes buscan vivir o invertir.

Contactar
Llamar
Whatsapp",263000000,Apartamento,Bogotá,Ricaurte,Bogotá,42,1,,2
"Desde $ 315.000.000

Apartamento en Samore, Bogotá, Bogotá, d.c.
3 Habs.
2 Baños
66 m²
Alemán-76 **No Vis**, Apartamento En Venta En Samore, Bogotá

*ÚLTIMO APARTAMENTO!! A 2 CUADRAS DEL C.C. TUNAL! *NO VIS*. SUR DE BOGOTÁ, ENTREGA SEPTIEMBRE 2025. EDIFICIO DE NUEVE APARTAMENTOS. Cerca Centro Mayor. ESTRUCTURA CONCRETO SISMORESISTENTE. ALTURA INTERIOR HASTA DE 2,45mt. ***NO SON VIVIENDA DE INTERÉS SOCIAL***CUOTA INICIAL DESDE EL 30% Y SALDO CON CREDITO HIPOTECARIO O DE CONTADO.

Contactar
Llamar
Whatsapp",315000000,Apartamento,Bogotá,Samore,Bogotá,66,2,,3
"Desde $ 3.753.300.000

Apartamento en Chapinero, Bogotá, Bogotá, d.c.
3 Habs.
4 Baños
281 m²
Serrania De Los Nogales, Apartamento En Venta En Chapinero, Bogotá

Serranía de los Nogales es un proyecto de apartamentos distribuidos en un edificio de conservación de tres pisos, que por años fue uno de los centros culturales más destacados de la ciudad, y tres torres de ocho y nueve pisos, es una mezcla perfecta entre la arquitectura contemporánea y la tradicional. El resultado: un diseño único que exalta el presente y el pasado, para que esta zona de la ciudad cuente su propia historia y construya el futuro de un público que gusta de la elegancia..

Contactar
Llamar
Whatsapp",3753300000,Apartamento,Bogotá,Chapinero,Bogotá,281,4,,3
"Desde $ 232.740.000

Apartamento en Fontibon, Bogotá, Bogotá, d.c.
1 Hab
2 Baños
30.78 m²
Zuri Zentral, Apartamento En Venta En Fontibon, Bogotá

El Conjunto Residencial ZURI está localizado al occidente de Bogotá, entre avenidas principales como la Avenida Boyacá y la Avenida Calle 17 y hace parte del Megaproyecto Zentral en una zona de futuro desarrollo urbanístico en el sector. Ubicado cerca de Centros Comerciales como el C.C Multiplaza, el C.C El Edén y diversos puntos comerciales de escala local, cuenta con amplias zonas verdes y fuentes hídricas como el Río Fucha, además de múltiples parques, alamedas, plazoletas y vías de acceso.

Contactar
Llamar
Whatsapp",232740000,Apartamento,Bogotá,Fontibon,Bogotá,30.78,2,,1
"Desde $ 362.186.000

Apartamento en El tintal, Bogotá, Bogotá, d.c.
2 Habs.
2 Baños
51.93 m²
Burgos Castilla Reservado, Apartamento En Venta En El Tintal, Bogotá

Burgos es un conjunto residencial que está localizado en un sector de alto desarrollo y valorización ubicado al occidente de Bogotá. Los espacios están hechos a tu medida, disfrutarás de los beneficios de tenerlo todo en un mismo lugar. Su zona social cuenta con gimnasio, juegos infantiles, salón de reuniones y un salón de eventos..

Contactar
Llamar
Whatsapp",362186000,Apartamento,Bogotá,El tintal,Bogotá,51.93,2,,2
"Desde $ 225.000.000

Apartamento en Bosa, Bogotá, Bogotá, d.c.

Unidades desde:

2 Habs.
1 Baño
51 m²
Jardines Del Portal, Apartamento En Venta En Bosa, Bogotá

Descubre Jardines del Portal, tu nuevo hogar en el corazón de Bogotá-Usme, formando parte de la prestigiosa Ciudadela El Portal. Con cinco torres y 680 unidades de vivienda, Jardines del Portal ofrece ser parte de una comunidad. Cada torre cuenta con ocho apartamentos por piso, incluyendo unidades especialmente diseñadas para personas con movilidad reducida. Ubicado en un lote de 10.000 M2, el proyecto se beneficia de su proximidad a un parque lineal y ofrece fácil acceso a través de una vía local. Además, comparte fronteras con el proyecto Senderos del Portal, creando una comunidad integrada y amigable.Jardines del Portal no es solo un lugar para vivir, sino un estilo de vida. Edificio comunal de tres pisos, parqueaderos a nivel y descubiertos, y una gran zona central de recreación, cada día es una oportunidad para disfrutar y relajarse. Desde el gimnasio hasta la terraza BBQ, desde la cancha múltiple recreativa hasta el circuito de triciclos, hay algo para todos. Ven y conoce nuestro proyecto.

Contactar
Llamar",225000000,Apartamento,Bogotá,Bosa,Bogotá,51,1,,2
"Desde $ 225.303.000

Apartamento en Lagos de Torca, Bogotá, Bogotá, d.c.
2 Habs.
1 Baño
44 m²
Alicante, Apartamento En Venta En Lagos De Torca, Bogotá

NUEVO LANZAMIENTO ALICANTE ""ALICANTE es un proyecto de vivienda TOPE VIS localizado en el desarrollo Urbanístico en el Plan Parcial ALAMEDA LA CONCORDIA, frente de la HACIENDA EL OTOÑO en la Ciudad de Bogotá, Colombia. Tiene un equilibrio perfecto entre las Zonas Naturales de Lagos de Torca y las Zonas de Comercio del Norte de Cuidad. Este Desarrollo tendrá todo lo que necesitan las familias Colombianas a unos pocos metros. Contará con Importantes Vías (como las Autopista Norte y la Futura Av El Polo o Calle 201 y Ampliación Av Boyacá), Transporte Publico (Transmilenio, Buses intermunicipales), Centros Comerciales (CC Panamá, Santa Fe, San Andresito Norte), Club El Rancho, Colegios, Universidades, Ven y conoce ALICANTE y disfruta de sus Apartamentos, Zonas Comunes, Ubicación y demás características que el Proyecto tiene para ti.""

Contactar
Llamar
Whatsapp",225303000,Apartamento,Bogotá,Lagos de Torca,Bogotá,44,1,,2
"Desde $ 433.500.000

Apartamento en San victorino, Bogotá, Bogotá, d.c.
2 Habs.
2 Baños
70.02 m²
Torre Estación, Apartamento En Venta En San Victorino, Bogotá

Invierte en el epicentro del nuevo desarrollo urbano. Torre Estación es un proyecto ubicado en el corazón de Bogotá rodeado de importantes desarrollos de transporte y movilidad, central a todo, cuenta con 7 tipos de apartamentos. Con un total de 587 apartamentos con altura libre de entrepiso de 2.30 mts y 2.15 mts en algunos puntos; 485 parqueaderos de los cuales 427 son privados y 58 parqueaderos de visitantes. Vive rodeado de parques, centros culturales y deportivos con una amplia oferta de comercio a un paso y zonas comunes excepcionales creadas para todas las necesidades como salón de recreación infantil, salón social, cancha de squash, cafetería, lavandería, teatrino, piscina cubierta y climatizada para adultos y niños, zona BBQ, gimnasio, salón de spinning y salón grupal, salón de juegos y video juegos, centro de negocios y mucho más.

Contactar
Llamar
Whatsapp",433500000,Apartamento,Bogotá,San victorino,Bogotá,70.02,2,,2
"Desde $ 170.820.000

Apartamento en Porvenir, Bogotá, Bogotá, d.c.

Unidades desde:

1 Hab
2 Baños
54.08 m²
La Cabrera, Apartamento En Venta En Porvenir, Bogotá

La Cabrera es un Proyecto de Vivienda de Interés Social (VIS) ubicado en la localidad de USME, en Bogotá. Haz realidad tu meta de tener vivienda propia.

Contactar
Llamar
Whatsapp",170820000,Apartamento,Bogotá,Porvenir,Bogotá,54.08,2,,1
"Desde $ 139.646.000

Apartamento en Bogotá, Bogotá, d.c.
2 Habs.
1 Baño
47.14 m²
La Palma, Apartamento En Venta En Bogotá

La Palma es un proyecto de Vivienda de Interés Prioritario con apartamentos amplios, zonas verdes, zona social y torres de 6 pisos en conjunto cerrado para elegir la ubicación que prefieras.

Contactar
Llamar
Whatsapp",139646000,Apartamento,Bogotá,Bogotá,d.c.,47.14,1,,2
"Desde $ 139.646.000

Apartamento en Bogotá, Bogotá, d.c.
1 Hab
1 Baño
47.14 m²
La Peña, Apartamento En Venta En Bogotá

La Peña es un proyecto de Vivienda de Interés Prioritario con apartamentos amplios, zonas verdes, zona social y torres de 6 pisos en conjunto cerrado.

Contactar
Llamar
Whatsapp",139646000,Apartamento,Bogotá,Bogotá,d.c.,47.14,1,,1
"Desde $ 480.704.000

Apartamento en El tejar, Bucaramanga, Santander
1 Hab
1 Baño
46.27 m²
Sky Tower, Apartamento En Venta En El Tejar, Bucaramanga

¡Dcto desde 15 Millones,Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. Un proyecto que le apuesta a la nueva tendencia en vivienda bajo dos esquemas residenciales “Condos” viviendas diseñadas para estadía permanente con todos los requisitos de seguridad, esparcimiento, comodidad y diseño bioclimático. Diseñados para una comunidad exclusiva de emprendedores, amantes del arte, creativos, sociables, foodies & “Suites” espacios concebidos para diferentes tipos de estancia donde disfrutarás los mismos amenities, confort y calidad que en nuestros condo pero con múltiples posibilidades en acomodación por el tiempo que lo necesites. Cuenta con una ubicación privilegiada en el corazón de Bucaramanga, cerca de los mejores restaurantes, boutiques, centros comerciales y parques. Con un concepto arquitectónico que le apuesta a los nuevos estilos de vida.

Contactar
Llamar
Whatsapp",480704000,Apartamento,Bucaramanga,El tejar,Santander,46.27,1,,1
"Desde $ 469.320.000

Apartamento en La victoria, Bucaramanga, Santander
2 Habs.
2 Baños
55.35 m²
Citycenter, Apartamento En Venta En La Victoria, Bucaramanga

¡Beneficios Especiales,Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. City Center es un concepto urbanístico inspirado en las principales ciudades del mundo, ubicado en las antiguas bodegas de Hipinto. Para Bucaramanga este proyecto es la primera integración eficiente de espacios residenciales, amenidades de alto nivel y oferta comercial variada..

Contactar
Llamar
Whatsapp",469320000,Apartamento,Bucaramanga,La victoria,Santander,55.35,2,,2
"Desde $ 263.970.000

Apartamento en Diamante 2, Bucaramanga, Santander
1 Hab
1 Baño
44.17 m²
Panoramik, Apartamento En Venta En Diamante 2, Bucaramanga

¡Dcto 4 Millones, Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. Panoramik, un proyecto de Vivienda de Interés Social en el corazón de la meseta de Bucaramanga ubicado junto a Motoreste cerca a un sector residencial, a la autopista de Floridablanca, el Viaducto García Cadena, el CC Cacique, Neomundo y la vía a Girón. Un proyecto con la mejor vista y ubicación. ¡Donde harás tu mejor inversión! *150 SMMLV para el año de escrituración.

Contactar
Llamar
Whatsapp",263970000,Apartamento,Bucaramanga,Diamante 2,Santander,44.17,1,,1
"Desde $ 365.000.000

Apartamento en Diamante 2, Bucaramanga, Santander

Unidades desde:

2 Habs.
2 Baños
63.58 m²
Diamante Campestre, Apartamento En Venta En Diamante 2, Bucaramanga

Diamante Campestre, ubicado en el corazón de Bucaramanga, en el barrio Diamante 2 un sector altamente residencial, rodeado de naturaleza, tranquilo, con amplias vías de acceso y muy cerca de todo. Conjunto cerrado conformado por dos torres de 20 pisos y amenidades diseñadas para cada miembro de la familia. Apartamentos panorámicos con diseño, de 2 y 3 habitaciones, mejor altura y acabados que enaltecen tu calidad de vida.

Contactar
Llamar
Whatsapp",365000000,Apartamento,Bucaramanga,Diamante 2,Santander,63.58,2,,2
"Desde $ 400.000.000

Apartamento en Antiguo Campestre, Bucaramanga, Santander

Unidades desde:

1 Hab
2 Baños
60 m²
Flora Club House, Apartamento En Venta En Antiguo Campestre, Bucaramanga

Proyecto Club House, conjunto cerrado con excelente ubicación junto al Parque La Flora y Colegio La Merced en Bucaramanga. Primera torre para ENTREGA INMEDIATA, segunda torre EN CONSTRUCCIÓN segundo semestre 2026, tercera torre SOBRE PLANOS proyectada para finales 2028. Fabulosas zonas sociales para disfrutar en familia y con amigos, el precio de metro cuadrado más favorable de la zona, gran valorización, amplias y accesibles formas de pago. Ventilación e iluminación natural, con 1, 2 ó 3 habitaciones

Contactar
Llamar
Whatsapp",400000000,Apartamento,Bucaramanga,Antiguo Campestre,Santander,60,2,,1
"Desde $ 398.000.000

Apartamento en Diamante 2, Bucaramanga, Santander

Unidades desde:

2 Habs.
2 Baños
70.28 m²
Altos De Diamante, Apartamento En Venta En Diamante 2, Bucaramanga

Altos de Diamante apartamentos en Bucaramanga en la Avenida 87 del Diamante 2. Éxito en ventas en la primera etapa que ya inició construcción con entrega estimada para segundo semestre 2027 y lanzamiento de la segunda etapa con entrega estimada primer semestre 2028. En altos del Diamante disfrutarás de tu nuevo apartamento con amenidades para un estilo de vida único como tú, con espacios funcionales y acogedores, sin duda vivirás gratas experiencias que enaltecen la calidad de vida!

Contactar
Llamar
Whatsapp",398000000,Apartamento,Bucaramanga,Diamante 2,Santander,70.28,2,,2
"Desde $ 1.157.086.000

Apartamento en Comuna 16 - lagos del cacique, Bucaramanga, Santander
3 Habs.
4 Baños
122.37 m²
Alcala Gran Reserva, Apartamento En Venta En Comuna 16 - Lagos Del Cacique, Bucaramanga

El proyecto GRAN RESERVA está localizado en el sector del Cacique, de La Ciudad de Bucaramanga, Santander Acorde a los grandes desarrollos urbanísticos del sector, Gran Reserva, se consolida como el proyecto de vivienda, más importante de la ciudad, no solo por su escala y emplazamiento con su entorno, sino además por contar con equipamiento propio de un club social, dentro del mismo conjunto, convirtiéndolo en hito de exclusividad en el sector. el proyecto cuenta con 1232 parqueaderos de residentes (2 por cada vivienda) y 105 parqueaderos de visitantes

Contactar
Llamar
Whatsapp",1157086000,Apartamento,Bucaramanga,Comuna 16 - lagos del cacique,Santander,122.37,4,,3
"Desde $ 246.400.000

Apartamento en Nuevo Sotomayor, Bucaramanga, Santander

Unidades desde:

3 Habs.
2 Baños
60.67 m²
Heliconias, Apartamento En Venta En Nuevo Sotomayor, Bucaramanga

Heliconias es un proyecto NO Vis, Ubicado en la Diagonal 15 # 51 – 93; cuenta con 24 pisos, 6 niveles de parqueadero, y apartamentos de 3 habitaciones en diferentes áreas. Es un conjunto residencial muy completo, con un buen número de amenidades que brindan al residente confort y valorización. Con una ubicación estratégica y el mejor precio del mercado en su franja, Heliconias es la más conveniente alternativa para invertir en un gran proyecto.

Contactar
Llamar
Whatsapp",246400000,Apartamento,Bucaramanga,Nuevo Sotomayor,Santander,60.67,2,,3
"Desde $ 2.450.111.000

Apartamento en El tejar, Bucaramanga, Santander
4 Habs.
5 Baños
273.9 m²
Reserva De Cataluña, Apartamento En Venta En El Tejar, Bucaramanga

Reserva de Cataluña es el primer condominio que dará inicio a esta Gran Reserva y el futuro de la nueva Bucaramanga. Este proyecto te da la oportunidad de vivir en exclusivos apartamentos donde podrás disfrutar todo lo que la nueva Bucaramanga tiene para ti. Cuenta con Club House Deportivo y Club House Familiar para brindar bienestar y confort a sus residentes y visitantes..

Contactar
Llamar
Whatsapp",2450111000,Apartamento,Bucaramanga,El tejar,Santander,273.9,5,,4
